id,book,page,certainty,category,description,rooms,features,notes
crydee_067,Magician,80,canon,architecture,"wall. Pug spoke first. ""We were trying to carry the stone down to the yard, and it sort of slipped."" ""Sort of slipped? It looked more like a mad dash for freedom. Now, why were you carrying the stone, and where did it come from?"" ""It's the loose one from my wall,"" answered Pug. ""We took it out so that Gardell could put the last pipe in place."" When Kulgan still appeared uncomprehending, Pug said, ""It's for my fire pot hood, remember?"" ""Ah,"" said Kulgan, ""yes. Now I do."" A servant arrived to i...",,"stair, wall, bed, gate",Extracted from page 80
crydee_068,Magician,81,canon,architecture,"smiled broadly. ""I guess we're better off keeping you together, so we need look for trouble in only one place. Tomas, too. I'll arrange things with Fannon."" Tomas shouted, and the two boys slapped each other on the back. Pug said, ""When do we leave?"" Kulgan laughed. ""In five days' time. Or sooner, if the Duke hears from the dwarves. Runners are being sent to the North Pass to see if it is clear. If not, we ride by the South Pass."" Kulgan departed, leaving the two boys dancing arm in arm and w...",COURtyARD,,Extracted from page 81
crydee_069,Magician,83,implied,architecture,"beneath Roland's next blow. Under Roland's guard, Pug lunged, catching the other boy in the stomach with his shoulder, knock-ing him down again. Pug fell on top of him and struggled to pin the larger boy's arms to his side. Roland struck out, catching Pug's temple with an elbow, and the dazed magician's apprentice fell away, momentarily confused. As he rose to his feet again, pain exploded in Pug's face, and the world tilted once more. Disoriented, unable to defend himself, Pug felt Roland's ...",,,Extracted from page 83
crydee_070,Magician,84,canon,architecture,"directly at Pug, then guardedly asked, ""And you?"" Pug sprawled on the ground, feeling some strength returning. ""I . . . I'm not sure. She makes me doubt myself. I don't know. Sometimes I think of no one else, and other times I wish I were as far from her as I could be."" Roland indicated understanding, the last residue of fear draining away. ""where she's concerned, I don't have a whit of wit."" Pug giggled. Roland looked at him, then also began to laugh. ""I don't know why,"" said Pug, ""but for s...",,,Extracted from page 84
crydee_071,Magician,85,canon,architecture,"walking the length of the court, from the soldiers' commons to the side gate, in full rstood a chain mail over gambeson, full helm, and heavy metal greaves over knee boots. On one arm he bore a greater shield, and in the other hand he held a heavy spear, twelve feet long and iron-tipped, which bore down cruelly upon his right shoulder. It also gave him a comic appearance, as it caused him to lean a little to the right and wobble slightly as he struggled to keep it balanced while he marched. T...",,gate,Extracted from page 85
crydee_072,Magician,86,implied,architecture,"case the length of the yard before the soldiers' commons. With a laugh, Roland said, ""What is this? Special drills?"" Gardan stood with one hand on his sword, the other pointed at Tomas. ""Swordmaster Fannon felt it might prove beneficial to our young warrior if someone was here to see his drilling didn't become sloppy from exhaustion or some other petty inconvenience."" Dropping his voice a bit, he added, ""He's a tough lad, he'll be fine, if a little foot-sore."" ""Why the special drilling?"" aske...",,,Extracted from page 86
crydee_073,Magician,87,implied,architecture,"blade. I thought the other soldiers would hurt themselves holding in the laughter when he said, 'If you judge yourself skilled enough with the sword, perhaps you'd care to spend your time learning the proper way to walk post with a poll arm.' All day walking punishment,"" he added woefully. ""I'll die."" They passed Roland and Gardan, and Pug struggled to feel sympathy. Like the others, he found the situation comical. Hiding his amusement, he lowered his voice to a conspiratorial tone and said, ...",,,Extracted from page 87
crydee_074,Magician,88,unknown,architecture,"Crydee!"" So saying, he poured the contents of the cup over the struggling boy's face. Pug belched, then said, ""As do I."" He poured what remained in his cup over his friend. Tomas spat ale, laughing as he said, ""Right! I was right!"" Struggling against the weight upon him, he said, ""Now get off! Or need I remind you, Roland, of who gave you your last bloody nose?"" Roland moved off very slowly, intoxicated dignity forcing him to move with glacial precision. ""Quite right."" Turning toward Pug, who...",,,Extracted from page 88
crydee_075,Magician,89,canon,architecture,"I? And what about a certain young apprentice soldier, well-known hereabouts, who has been seen sneaking into the larder with a certain kitchen girl?"" He leaned back and with a look of mock concern etched upon his face added, ""I'd hate to think what would happen to him should Neala find out ' Tomas's mouth fell open. ""You wouldn't . . . you couldn't!"" Roland lay back, holding his sides. ""Never have I seen such a fair impersonation of a freshly landed fish!"" He sat up, crossed his eyes, and ope...","tower, kitchen","stair, bed, door",Extracted from page 89
crydee_076,Magician,90,canon,architecture,"""Where is that dragon thing you keep about?"" Pug's eyes focused a little, and marshaling his balky tongue, he said, ""Fantus? He's off somewhere, doing whatever it is firedrakes do."" Removing her cloak, she said, ""Good. He frightens me."" She sat on Pug's unmade pallet and looked sternly at him. ""I want to speak with you."" Pug's eyes went wide, and he stared, for Carline was wearing only a light cotton sleeping gown.' While covering her from neck to ankles, it was thin and clung to her figure w...",kitchen,bed,Extracted from page 90
crydee_077,Magician,91,canon,architecture,"jump off the wall, he'd do it."" ""Carline,"" Pug nearly whined, ""why have-"" His question was cut off as she leaned forward and covered his mouth with her own. The kiss was one-sided, for Pug was too stunned to respond. She quickly sat back, leaving him agape, and she said, ""Well?"" Lacking any original response, Pug said, ""What?"" Her eyes flashed. ""The kiss, you simpleton."" ""Oh!"" said Pug, still in shock. ""It was . . . nice."" She rose and looked down on him, her eyes widening with mixed anger an...",kitchen,"wall, window",Extracted from page 91
crydee_078,Magician,92,canon,architecture,"this other matter, my studies of magic. I must keep trying until I'm satisfied I made the wrong choice. Or until Kulgan dismisses me,"" he added quietly. He stopped and studied her face. Her large blue eyes watched him intently. ""Magicians are of little consequence in the Kingdom. I mean, should I become a master magician . . . Well, could you see yourself married to a magician, whatever his rank?"" She looked slightly alarmed. Quickly she leaned over and kissed him again, rupturing his already...",,,Extracted from page 92
